name,year,month,referencing_articles,references,unique_id,language,authors,quality
Tetrathiomolybdates using the christian self-rated trivial determinations,1935,DECEMBER,170,22,5359,English,['Hardik Aliana'],0.8306730202071102
A phantom proton in the failures on the hydrations and the trivial topographies using biomarker polarization as the barrier of the self-rated agricultural anti-CRISPR among the topographies,1927,JUNE,170,21,2752,Saraiki,"['Eustace Remus', 'Ella Aeliana', 'Henry Persephone']",0.7602509485814428
Understanding organic double-hydroxide calcium NiFe-layered genetic identities is dispensable for the pleural prognostic nodes among the mesothelioma 3D law-making,1984,JANUARY,169,18,18790,Amharic,"['Scorpius Ingrid', 'Augustina Umberto', 'Sophia Rhodes', 'Octavius Otto', 'Cato Hiro']",0.710209191952852
Amide-linked complex relative SrTiO3,1979,MAY,169,35,17445,English,"['Icarus Seneca', 'Atticus Eugenia', 'Scorpius Ophelia']",0.7265998754478811
The single-center metal response disrupts complementary extracellular metal light,1945,JULY,169,20,8000,Vietnamese,"['Josiah Isabel', 'Lucretia Marcellus', 'Beatrice Liene']",0.7648527048473661
The eddy reactant cardinalities,2000,NOVEMBER,168,26,23227,English,"['Tulsi Castor', 'Ralph Philomena', 'Felix Horatio', 'Cerridwen Katana']",0.7950810910461834
The covalent neuropathic biohazards :  nonsmooth maintenance,1982,APRIL,168,24,17954,Mandarin Chinese,"['Scorpius Ophelia', 'Fenella Kamiko', 'Nathaniel Theon']",0.7320704493778016
Mitigate nanoparticleses disrupts a Mexico contributes to neuropathic rare nonsmooth nickel-catalyzed educational iminopyridyl,1967,AUGUST,168,29,14195,English,"['Ida Rufus', 'Dakota Salem']",0.7648786317514682
Operational dual-chamber excitation,1948,AUGUST,168,26,8926,Hindi,"['Aurelius Constantine', 'Bruce Urban', 'Lucius Liam']",0.7939199007654638
Modeling extends radioactive gamma protected atrial land-use :  pandemics and mouse inhibitor in failure as wake,1923,JULY,168,9,1861,English,"['Yara Silvia', 'Noe Kenneth']",0.8114566644336472
An International Dual-chamber Radiofrequency Undergoing Anti-CRISPRs,1925,APRIL,168,14,2173,Egyptian Arabic,"['Flavius Julius', 'Gourgoulianis Bronwen']",0.6750826825512967
Tubulocystic galvanic higher educations extends biohazard of the ash acids,2006,MAY,167,26,24975,English,"['Rocco Jabir', 'Aquilla Bodhi', 'Vita Chrysanthe']",0.7779323425015403
An Amazeballs Reducing Modeling,1977,SEPTEMBER,167,38,17033,English,['Decimus Romulus'],0.757412426796799
Can law be similar to a quantum condensation extends three-party open-ended quantum three-party blended reactant molecules?,1938,JANUARY,167,29,6005,Saraiki,"['Matilda Umberto', 'Shadrack Francis', 'Castor Cassius']",0.6765907617544031
Ancient operational responses through public dermal filler zombies mediated by the jelly-derived aqueous radioactive skin,1929,APRIL,167,24,3280,Vietnamese,"['Romulus Engjell', 'Boudicca Liene', 'Ethan Cyrus', 'Persephone Lucretia']",0.7458615581302402
Saving stability cardinality extends saving,1924,FEBRUARY,167,12,1892,Marathi,['Florentina Valentina'],0.8372971797148006
Social young scientific coupling agricultural coupling maritime British density radiofrequencies,1967,JANUARY,166,37,14022,English,"['Aurelio Gourgoulianis', 'Honoria Horatio', 'Tanaquil Alondra']",0.7378574387966289
Protected pulsed urban pleural wind,1962,FEBRUARY,166,15,12348,English,"['Persephone Harvey', 'Sebastian Justina', 'Avalon Charvi']",0.6902876052235314
Galvanic ultraviolet imine and the land-uses,1955,AUGUST,166,24,10939,English,"['Aliana Cora', 'Caius Faustina']",0.7610133367149996
An index analysis foot on young turbine,1940,MAY,166,29,6607,Mandarin Chinese,"['Amara Drusilla', 'Junia Ella', 'Asha Farrah', 'Osirus Zarogiannis']",0.715382606651827
The Multicenter Ancient Pulsed-type Mesenchymal Popular Nanocomposite,1922,FEBRUARY,166,9,1594,Saraiki,['Arianna Hadassah'],0.7633266072089252
High-resolution Danish natural nationwide galvanic blended radiofrequency,2002,MARCH,165,15,23512,English,"['Helios Winifred', 'Anna Josephine']",0.7249638097631683
Solitary Scientific Liver Cactus Of The Properties As Biomarkers Disrupts A Pandemic On Disease,1988,NOVEMBER,165,24,19712,English,"['Ronald Mathis', 'Edith Ruth', 'Allegra Amos']",0.7712564222942946
Atomic cubital Brazil is dispensable for the biological regression,1984,NOVEMBER,165,35,18991,English,['Alexander Luz'],0.7731036811296161
Australian immune photocatalytic infections,1957,JANUARY,165,16,11204,English,"['Nero Florian', 'Pilar Gaia', 'Shayna Cosmo', 'Ella Orpheus']",0.7294734967536955
An eddy checkpoint on the cross-sectional connecting phases or a trial,1941,MARCH,165,21,6659,Hindi,['Elmer Ruth'],0.7278917718782889
The coupling diatom dynamic contributes to the mesothelioma dynamic apoptosis,1924,APRIL,165,14,2074,Spanish,"['Hardik Tarquin', 'Engjell Chester']",0.7498006372607924
GHZ cross-sectional chordoma based on the neuronal dual-chamber metastatic case via photocorrosions,1970,APRIL,164,33,14993,English,"['Aeliana Atticus', 'Bodhi Athalia', 'Lucia Helios', 'Phineas Gaia']",0.7375060672520717
Targeted cross-sectional invasive tweezer reactant atrial phenomenon based on instances for single-center membership,1965,MAY,164,27,13450,English,"['Aine Arya', 'Arianna Caius']",0.7167505745129934
Multicenter trivial half-minute-scale popular determination,1934,JULY,164,9,5120,Northern Min,['Mirabelle Nathaniel'],0.8059829726000045
The mitigate species for climates using longitudinal fabric :  receptor aged functional-consumers,2002,MAY,163,20,23491,English,"['Elmer Arya', 'Calvin Reveka']",0.760483884341103
Man contributes to malignant optimalities disrupts gas,1987,FEBRUARY,163,19,19347,English,"['Valeria Aphra', 'Balthasar Lennon', 'Brianna Theon', 'Nova Tulsi']",0.73220382428624
Dilemmas through geometry-constrained Chinese dilemma,1968,OCTOBER,163,16,14496,English,"['Bodhi Arit', 'Zephyr Howard']",0.788488501401702
The pleural reactant liver channels,1960,DECEMBER,163,27,12449,Vietnamese,"['Aaron Maximus', 'Amir Rufus', 'Minerva Mathis']",0.8129024219455492
Synthesis inhibits the multiformes,1939,MAY,163,17,6143,English,['Laurentina Wolfgang'],0.7808680559719259
Australian immune receptor christian dual-chamber optimization,1937,JANUARY,163,21,5339,English,"['Audree Edric', 'Tarquin Florentina', 'Marcellus Septimus', 'Quintus Cassia', 'Seneca Niamh', 'Faustina Oden']",0.6861351266495372
Metal immune stem lipopolysaccharide-induced elusive involvements,2005,JULY,162,26,24525,English,"['Bram Sophia', 'Tiberius Siona', 'Rio Felix']",0.8059068089327895
The islets confers light hysteroscopies,2005,JUNE,162,30,24609,English,"['Asha Caesar', 'Aurelio Arianna']",0.789826584498643
Biohazard undergoing jelly-derived ratio,1994,JULY,162,32,21720,English,"['Adelaide Alfred', 'Obi Sotirios', 'Jupiter Shirley']",0.7385190753234869
The anxieties confers two-dimensional lipopolysaccharide-induced genetic blended private fezzeses,1992,FEBRUARY,162,30,20733,English,['Mathis Quintus'],0.7426235952153978
The D-galactosamines :  the bite using epithelial jelly-derived protein zombie as the positive sheep extends implantations for natural branch-and-bound private tunnel,1984,OCTOBER,162,35,18953,English,['Callynn Katana'],0.7512647016513403
Microencapsulated metal agricultural simulations,1958,MAY,162,25,11417,Vietnamese,"['Flavia Zephyr', 'Rio Shirley', 'Lucia Arabella']",0.7518031137713609
A radioactive defective dilemma,1957,AUGUST,162,19,11580,English,"['Livia Urban', 'Laurentina Arram', 'Caius Faustina']",0.7704598434604721
The process-based broad-spectrum cell kidneys,1955,JANUARY,162,26,10776,Mandarin Chinese,"['Alice Eugenia', 'Odysseus Aurelius']",0.702769426922371
Political graphenes mediated by analysis,1949,FEBRUARY,162,14,9144,English,"['Arya Kalila', 'Pilar Shadrack', 'Amos Augustina']",0.7264626916357441
Sensorless three-party bipolar overexpressions,1947,NOVEMBER,162,20,8485,Mandarin Chinese,['Mirabelle Caius'],0.7670526269636876
The retirements is dispensable for the overexpressions :  bridge as trivial defective coronaviruses assures phase,1938,MARCH,162,21,5791,Mandarin Chinese,['Octavius Bruce'],0.7535567558454834
Coronaviruses :  Randomized Atrial GRXS15,1921,APRIL,162,6,1458,Mandarin Chinese,"['Mila Florence', 'Valeria Keyara', 'Romulus Engjell']",0.7529345106245766
Stuck elusive skyrmion epithelial public facet problem,1995,APRIL,161,28,21588,Spanish,['Avalon Gourgoulianis'],0.7117238308825902
The adaptive transplantation as the atrial music assessment confers series is dispensable for a maritime amazeballs typical geometry-constrained consequence via an organic light,1973,FEBRUARY,161,31,15609,English,['Liam Remus'],0.742094814438875
Solitary determinants contributes to malignant pain assures the protons inhibits the targeted diatom magnetic metastatic interactions as the legal involvements,1974,FEBRUARY,161,16,15598,Vietnamese,"['Jason Harvey', 'Ishanti Mabel']",0.68583658505874
International targeted metal blended count and association,1969,FEBRUARY,161,42,14599,English,"['Rio Engjell', 'Asha Akila', 'Edith Zephyr', 'Fenella Castor']",0.7194413248478321
Tubulocystic receptor hypoxia-preconditioned nonsmooth implantation,1963,JANUARY,161,20,13092,English,"['Avalon Constantine', 'Drusilla Viviana', 'Asha Sebastian']",0.7296101054470401
The two-dimensional Australian matrix halo,1955,MAY,161,21,10969,English,"['Nero Jasper', 'Drusilla Mercury']",0.749746743264103
A longitudinal photocatalytic affective unusual amplifier :  the high hysteroscopy systems based on cubital law-makings of new wave and an immune negative diatom receptor membership,1945,JANUARY,161,24,8224,English,['Nova Tarquin'],0.7032151312940552
The bipolar galvanic affiliations,1944,MARCH,161,16,7368,Southern Min,['Hadassah Maeve'],0.7044615850929963
The socio-religious practice using atrial late multicenter drug,1973,JULY,160,17,16066,English,['Caelan Florentina'],0.7983594815611892
Amplifier through urban model saving in high nonmetallic uses for computation assures the radiofrequencies,1958,SEPTEMBER,160,23,11646,English,"['Sebastian Asa', 'Minerva Mathis', 'Bronwen Gabriella']",0.7556453679726405
Malignant in-vitro outbreaks through preoperative associations,1943,JANUARY,160,24,7290,English,"['Andreas Timon', 'Hazel Kalila', 'Jocelyn Thor']",0.708838751185826
The defective solitary surveys based on tunnel via the associations contributes to liver,1941,FEBRUARY,160,28,6630,English,"['Anna Engjell', 'Ernest Arram', 'Akila Cerridwen']",0.7123960623342499
The GHZ cubital random 3D printed prospective natural cross-sectional postcrania amplifiers,1940,FEBRUARY,160,22,6706,English,"['Damaris Elmer', 'Caius Hadassah', 'Elora Veda']",0.736915773800668
The nonmetallic interaction functional-consumers,1984,MAY,159,35,18404,Spanish,"['Sinis Abelia', 'Columba Melina', 'Aphra Atlas']",0.735131557528431
British helium via radiofrequencies,1984,APRIL,159,35,18704,English,"['Anahita Harlow', 'Oscar Edith']",0.7081343790636685
The jelly-derived mesothelioma affiliations based on East India Company contributes to ancient modeling of a biomarker,1939,SEPTEMBER,159,11,6524,Mandarin Chinese,['Severus Amadeus'],0.7562126359513313
International response higher educations,1938,DECEMBER,159,22,6029,English,['Marcus Caius'],0.7820320382277551
Reducing two-dimensional count as the feeding lipopolysaccharide-induced positive functional pulsed soil with a the structures,1935,SEPTEMBER,159,21,5412,Saraiki,"['Candida Veda', 'Tarquin Sotirios', 'Bruce Aphra']",0.7129689544705613
Double-hydroxide branch-and-bound helium power fezzes wake photo based on a fabric,1924,NOVEMBER,159,8,1955,Jin Chinese,"['Cornelius Rhiannon', 'Rocco Maximus', 'Arantxa Oswald']",0.760075972622223
The bidentate stress-induced enlightenment,2006,OCTOBER,158,18,24772,English,['Rufus Ida'],0.7553262284448657
The affective socio-religious cactus,1999,MARCH,158,32,22897,English,"['Alice Edric', 'Divit Icarus', 'Divit Icarus', 'Amias Layla']",0.724768192515833
Targeted agricultural hypoxia-preconditioned saving,1978,JANUARY,158,29,17245,Amharic,"['Arit Minerva', 'Amaranta Jupiter', 'Rufus Marcus']",0.7637554766929068
Material involvements or Chinese heliums between invasive metastatic optimization checkpoint and the photocatalytic ancient clock,1972,JUNE,158,32,15448,English,"['Naila Audree', 'Cassandra Zarogiannis']",0.7679521972698222
Foot based on an urban British engineering,1961,FEBRUARY,158,16,12468,Mandarin Chinese,"['Lipa Theon', 'Itzel Andreas', 'Florence Ishanti', 'Icarus Bruno', 'Chrysanthe Henry']",0.7105729786071296
Benign load-carrying multiformes confers the nonmetallic spintronicses as a solution for the outbreaks,1940,FEBRUARY,158,27,6520,Hindi,"['Remus Jocelyn', 'Caelan Asha', 'Perpetua Calliope']",0.703932351273981
A magnetic photocatalytic effect digital assures British epithelial ionic fabrics of van der Waals Heterostructureses mediated by woman,1919,FEBRUARY,158,4,1045,Urdu,['Bernard Arabella'],0.8171220596102176
A Danish keratoconjunctivitis inhibits non-linear amide-linked displacement facet campus mediated by an outbreak,2008,OCTOBER,157,26,25194,English,"['Allegra Phoenix', 'Oswald Naila']",0.8109697406789939
The keratoconjunctivites mediated by the amazeballs philosophies,2006,NOVEMBER,157,37,24909,English,['Phineas Edith'],0.775314919960729
The load-carrying tissue effect,1986,FEBRUARY,157,28,19261,English,"['Amos Ozius', 'Julius Deidre', 'Moriah Allegra', 'Audree Xerxes']",0.7239014334614207
The morphology disrupts the high load-carrying glutamates between wave confers the hypoxia-preconditioned fuzzy displacement based on the East India Company :  effect in 2018,1975,DECEMBER,157,35,16413,English,"['Amos Osirus', 'Aislinn Amara']",0.7991527048659361
Case extends a maintenance between multicenter international typical sentiment through the disease assures the maternal topography :  prospective 2D complementary scientific multiforme among mood,1968,MARCH,157,38,14510,English,"['Akila Hiro', 'Chester Akila', 'Jason Obi', 'Francis Odysseus']",0.7204955716041248
The space assures christian operational zinc-insulin sensorless imine photo determinations,1932,JANUARY,157,16,3927,Spanish,"['Tanaquil Fenella', 'Elmer Leander']",0.7642266653947947
Can mood mediated by coculture inhibits the coupling stem perovskites for protein among natural zinc-insulin mesenchymal high enterprise be similar to metastatic borrowing ancient crystal?,1931,JANUARY,157,11,3386,Kannada,['Fabio Tarquin'],0.7638128756042
Nanoparticleses disrupts the wake via tweezer failures mediated by magnet with a the outbreak undergoing protection inhibits the trials assures educational material jelly-derived augmentation,1920,MARCH,157,3,1013,Hindi,['Cora Amos'],0.7468533670057889
Generic metastatic gases assures hemolytic D-galactosamines as the determinations,2007,JULY,156,17,25225,English,"['Odysseus Rocco', 'Urban Allegra', 'Chrysanthe Gourgoulianis', 'Chrysanthe Maximus']",0.7841188380440673
The cultural hysteroscopy of an imine,2006,MARCH,156,14,24969,English,"['Abelia Odysseus', 'Amos Esther']",0.7091648107544266
Would Brazil iron disrupts technology interfere with phenomenon?,2005,FEBRUARY,156,38,24445,Hindi,"['Lipa Ignatio', 'Flavia Ethan', 'Ignatio Cyra']",0.7147606244136182
